10,0,0,0,0,0,-88,-90,-89,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,-82,-82,-81,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-87,-85,-88,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-88,-92,-86,0,0,-84,0,0,0,0,0,-94,-93,-90,0,0,0,0,0,0,0,0,0,-80,-83,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-88,-90,0,0,0,0,0,0,0,0,0,-76,-68,-67
6,0,0,0,0,0,-77,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,-75,-76,-83,0,0,0,-84,0,-84,0,0,0,-77,-76,0,-91,-89,-93,-86,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,-57,-64
4,0,0,0,0,0,-81,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,-89,-86,-89,-87,-84,-87,0,0,0,-91,-86,-81,0,0,0,0,0,0,0,0,0,-84,-88,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57,-53,-54
6,0,0,0,0,0,-84,-79,-80,0,0,0,0,0,0,-86,-86,-83,0,0,0,-80,-80,-80,-85,-86,-82,0,0,0,-82,-84,-86,0,0,0,0,0,0,0,0,0,-86,-89,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,-58,-55,-56
15,0,0,0,0,0,-74,-75,-72,0,0,0,-89,-88,0,0,0,0,0,0,0,0,0,0,-73,-76,-74,0,0,0,-81,-81,-82,0,0,0,-88,-83,0,-79,-82,-78,-83,-81,-83,0,0,0,0,0,0,-80,-81,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,-82,0,0
15,0,0,0,0,0,-82,-81,-80,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,-83,-77,-85,0,0,0,-78,-81,-80,0,0,0,-87,-82,-87,-81,-83,-86,-79,-85,-82,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,0
15,0,0,0,0,0,-78,-79,-80,0,0,0,-92,0,-89,0,0,0,0,0,0,0,0,0,-85,-82,-80,0,0,0,-81,-86,0,0,0,0,-74,-74,-74,-86,-84,-91,-81,0,-81,0,0,0,0,0,0,-83,-85,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0
3,0,0,0,0,0,-77,-74,-75,0,-77,0,-92,0,-89,0,0,0,0,0,0,0,0,0,-86,-80,-85,0,0,0,-83,-83,-84,0,0,0,-85,-75,-84,-86,-84,-91,-81,0,-81,0,0,0,0,0,0,-66,-64,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-74,-75,-72
3,0,0,0,0,0,-70,-73,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-87,-87,0,0,0,-83,-88,-85,0,0,0,-85,0,-84,-91,0,-89,0,0,0,0,0,0,0,0,0,-77,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-86,-94,-77,-78,-76
2,0,0,0,0,0,-86,-81,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-84,-82,0,0,-89,-85,-84,0,0,0,0,0,0,0,-88,0,-87,0,0,0,0,0,0,0,0,0,-85,-75,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-87,-85,-71,-72,-74
0,0,0,0,0,0,-77,-80,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-90,-89,0,0,0,-84,-82,-89,0,0,0,-86,-88,-84,0,0,0,0,0,0,0,0,0,0,0,0,-67,-72,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-77,-83,-86,-85,-86
2,0,0,0,0,0,-83,-87,-82,0,0,-81,0,0,0,0,0,0,0,0,0,-86,0,-82,-87,-90,-84,0,0,0,-84,-84,-85,0,0,0,-85,-82,-83,0,0,0,-91,0,0,0,0,0,0,0,0,-82,-77,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-85,-84,-86,-87,-84
1,0,0,0,0,0,-80,-79,-86,-85,-81,-79,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-84,-85,0,0,0,-85,-82,-83,0,0,0,0,0,0,0,0,0,0,0,0,-86,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-80,-78,-90,-91,-74
1,0,0,0,0,0,-85,-87,-85,-83,-86,-81,0,0,0,0,0,0,0,0,0,0,0,0,-84,-82,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-67,-70,0,0,0
7,0,0,0,0,0,-89,-88,0,-83,-76,-84,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,-92,-95,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-86,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-84,-84,0,0,0
5,0,0,0,0,0,0,0,0,-83,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-81,-79,0,0,0,-88,-88,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-92,0,0,0,0,0,0,0,0,-90,0,0,0,-92,-84,-84,0,0,0
9,0,0,0,0,0,0,0,0,-90,-92,-91,0,0,0,0,0,0,-91,-93,-93,0,0,0,0,0,0,-81,-73,-79,0,0,0,-83,-85,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-92,0,0,-91,0,0,0,0,0,-90,0,0,0,-88,-84,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,-91,0,0,0,0,0,0,-80,-80,-82,0,0,0,-87,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,-70,-76,-69,0,0,0,0,0,0,-82,-82,-84,0,0,0,0,-85,-86,0,0,0,0,0,0,-85,-89,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,-86,0,0,0,-83,-82,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,-55,-62
8,0,0,0,0,0,-78,-76,-80,0,0,0,0,0,0,-84,-80,-83,0,0,0,-79,-79,0,0,0,0,0,0,0,-85,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,-85,-85,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51,-51,-51
14,0,0,0,0,0,-61,-61,-67,0,0,0,0,0,0,-78,-76,-74,0,0,0,-89,-82,-78,0,0,0,0,0,0,-83,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,-87,-83,-83,0,0,0,0,0,0,0,0,0,0,0,0,-91,-89,-86,0,0,0,-42,-45,-45
13,0,0,0,0,0,-76,-73,-76,0,0,0,0,0,0,-82,-86,-82,0,0,0,-90,0,0,0,0,0,0,0,0,-85,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,-84,-86,-90,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,-56,-60,-61
12,0,0,0,0,0,-79,-73,-88,0,0,0,0,0,0,-82,-88,-85,0,0,0,-82,-82,-87,0,0,0,0,0,0,-89,-81,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,-83,-79,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,-57,-62,-65
11,0,0,0,0,0,-72,-75,-70,0,0,0,0,0,0,0,0,-84,0,0,0,-88,0,0,0,0,0,0,0,0,-74,-74,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,-87,-55,-55,-70
